source,target,prov,context,age,weight,date
https://dati.cortecostituzionale.it/ontology/Pronuncia/334/2009,https://dati.cortecostituzionale.it/ontology/Pronuncia/334/2006,DIRITTO,IT-COST-2009-334_DIRITTO_line-19_PAR-3,1156,1,2009-12-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/334/2009,https://dati.cortecostituzionale.it/ontology/Pronuncia/72/2005,DIRITTO,IT-COST-2009-334_DIRITTO_line-19_PAR-3,1771,1,2009-12-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/334/2009,https://dati.cortecostituzionale.it/ontology/Pronuncia/73/2005,DIRITTO,IT-COST-2009-334_DIRITTO_line-19_PAR-3,1771,1,2009-12-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/207/1972,https://dati.cortecostituzionale.it/ontology/Pronuncia/10/1969,DIRITTO|DIRITTO,IT-COST-1972-207_DIRITTO_line-1|IT-COST-1972-207_DIRITTO_line-2,1418,2,1972-12-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/19/2007,https://dati.cortecostituzionale.it/ontology/Pronuncia/429/2006,DIRITTO,IT-COST-2007-19_DIRITTO_line-7,38,1,2007-01-10
https://dati.cortecostituzionale.it/ontology/Pronuncia/129/1971,https://dati.cortecostituzionale.it/ontology/Pronuncia/93/1971,DISPOSITIVO|DIRITTO,IT-COST-1971-129_DISPOSITIVO_line-1|IT-COST-1971-129_DIRITTO_line-1,41,2,1971-06-04
https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1999,https://dati.cortecostituzionale.it/ontology/Pronuncia/253/1996,DIRITTO,IT-COST-1999-111_DIRITTO_line-31_PAR-8,990,1,1999-03-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1999,https://dati.cortecostituzionale.it/ontology/Pronuncia/362/1993,DIRITTO,IT-COST-1999-111_DIRITTO_line-31_PAR-8,2072,1,1999-03-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1999,https://dati.cortecostituzionale.it/ontology/Pronuncia/9/1957,DIRITTO,IT-COST-1999-111_DIRITTO_line-30_PAR-8,15406,1,1999-03-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1999,https://dati.cortecostituzionale.it/ontology/Pronuncia/429/1996,FATTO,IT-COST-1999-111_FATTO_line-17_PAR-7,823,1,1999-03-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/575/2000,https://dati.cortecostituzionale.it/ontology/Pronuncia/416/2000,DIRITTO|FATTO,IT-COST-2000-575_DIRITTO_line-1|IT-COST-2000-575_FATTO_line-5,71,2,2000-12-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/170/1989,https://dati.cortecostituzionale.it/ontology/Pronuncia/301/1987,DIRITTO,IT-COST-1989-170_DIRITTO_line-2,546,1,1989-03-09
https://dati.cortecostituzionale.it/ontology/Pronuncia/170/1989,https://dati.cortecostituzionale.it/ontology/Pronuncia/126/1979,DIRITTO,IT-COST-1989-170_DIRITTO_line-1,3429,1,1989-03-09
https://dati.cortecostituzionale.it/ontology/Pronuncia/88/1966,https://dati.cortecostituzionale.it/ontology/Pronuncia/73/1963,FATTO,IT-COST-1966-88_FATTO_line-3_PAR-1,1133,1,1966-06-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/88/1966,https://dati.cortecostituzionale.it/ontology/Pronuncia/2/1962,FATTO|DIRITTO,IT-COST-1966-88_FATTO_line-2_PAR-1|IT-COST-1966-88_DIRITTO_line-1_PAR-1,1618,2,1966-06-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/789/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/586/1987,DIRITTO,IT-COST-1988-789_DIRITTO_line-2,197,1,1988-06-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/63/1977,https://dati.cortecostituzionale.it/ontology/Pronuncia/214/1974,DIRITTO,IT-COST-1977-63_DIRITTO_line-10_PAR-3,1016,1,1977-04-13
https://dati.cortecostituzionale.it/ontology/Pronuncia/63/1977,https://dati.cortecostituzionale.it/ontology/Pronuncia/87/1962,DIRITTO,IT-COST-1977-63_DIRITTO_line-20_PAR-7,5401,1,1977-04-13
https://dati.cortecostituzionale.it/ontology/Pronuncia/550/1987,https://dati.cortecostituzionale.it/ontology/Pronuncia/63/1982,DIRITTO,IT-COST-1987-550_DIRITTO_line-1,2086,1,1987-11-27
https://dati.cortecostituzionale.it/ontology/Pronuncia/85/1980,https://dati.cortecostituzionale.it/ontology/Pronuncia/144/1977,DIRITTO|DISPOSITIVO,IT-COST-1980-85_DIRITTO_line-2|IT-COST-1980-85_DISPOSITIVO_line-1,918,2,1980-06-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/85/1980,https://dati.cortecostituzionale.it/ontology/Pronuncia/63/1977,DIRITTO|DIRITTO|DISPOSITIVO,IT-COST-1980-85_DIRITTO_line-1|IT-COST-1980-85_DIRITTO_line-3|IT-COST-1980-85_DISPOSITIVO_line-1,1148,3,1980-06-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/252/1987,https://dati.cortecostituzionale.it/ontology/Pronuncia/85/1985,DIRITTO,IT-COST-1987-252_DIRITTO_line-3,830,1,1987-07-01
https://dati.cortecostituzionale.it/ontology/Pronuncia/476/2005,https://dati.cortecostituzionale.it/ontology/Pronuncia/432/2004,DIRITTO,IT-COST-2005-476_DIRITTO_line-5,364,1,2005-12-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/476/2005,https://dati.cortecostituzionale.it/ontology/Pronuncia/297/2003,FATTO,IT-COST-2005-476_FATTO_line-2,824,1,2005-12-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/476/2005,https://dati.cortecostituzionale.it/ontology/Pronuncia/296/2003,FATTO,IT-COST-2005-476_FATTO_line-2,824,1,2005-12-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/288/2016,https://dati.cortecostituzionale.it/ontology/Pronuncia/199/2016,FATTO|DIRITTO|DIRITTO,IT-COST-2016-288_FATTO_line-4_PAR-2|IT-COST-2016-288_DIRITTO_line-5_PAR-2|IT-COST-2016-288_DIRITTO_line-7_PAR-3,153,3,2016-11-08
https://dati.cortecostituzionale.it/ontology/Pronuncia/18/2006,https://dati.cortecostituzionale.it/ontology/Pronuncia/251/2005,DIRITTO,IT-COST-2006-18_DIRITTO_line-11,203,1,2006-01-11
https://dati.cortecostituzionale.it/ontology/Pronuncia/18/2006,https://dati.cortecostituzionale.it/ontology/Pronuncia/309/2004,DIRITTO,IT-COST-2006-18_DIRITTO_line-11,456,1,2006-01-11
https://dati.cortecostituzionale.it/ontology/Pronuncia/169/2016,https://dati.cortecostituzionale.it/ontology/Pronuncia/263/1994,DIRITTO,IT-COST-2016-169_DIRITTO_line-16,8055,1,2016-06-01
https://dati.cortecostituzionale.it/ontology/Pronuncia/169/2016,https://dati.cortecostituzionale.it/ontology/Pronuncia/227/2007,DIRITTO,IT-COST-2016-169_DIRITTO_line-12,3310,1,2016-06-01
https://dati.cortecostituzionale.it/ontology/Pronuncia/367/1985,https://dati.cortecostituzionale.it/ontology/Pronuncia/351/1985,DIRITTO,IT-COST-1985-367_DIRITTO_line-1,4,1,1985-12-18
https://dati.cortecostituzionale.it/ontology/Pronuncia/274/2005,https://dati.cortecostituzionale.it/ontology/Pronuncia/68/2005,DIRITTO,IT-COST-2005-274_DIRITTO_line-3_PAR-2,164,1,2005-07-04
https://dati.cortecostituzionale.it/ontology/Pronuncia/274/2005,https://dati.cortecostituzionale.it/ontology/Pronuncia/368/1998,DIRITTO,IT-COST-2005-274_DIRITTO_line-3_PAR-2,2440,1,2005-07-04
https://dati.cortecostituzionale.it/ontology/Pronuncia/274/2005,https://dati.cortecostituzionale.it/ontology/Pronuncia/465/2000,DIRITTO,IT-COST-2005-274_DIRITTO_line-3_PAR-2,1712,1,2005-07-04
https://dati.cortecostituzionale.it/ontology/Pronuncia/274/2005,https://dati.cortecostituzionale.it/ontology/Pronuncia/53/1998,DIRITTO,IT-COST-2005-274_DIRITTO_line-3_PAR-2,2679,1,2005-07-04
https://dati.cortecostituzionale.it/ontology/Pronuncia/274/2005,https://dati.cortecostituzionale.it/ontology/Pronuncia/77/1999,DIRITTO,IT-COST-2005-274_DIRITTO_line-3_PAR-2,2308,1,2005-07-04
https://dati.cortecostituzionale.it/ontology/Pronuncia/274/2005,https://dati.cortecostituzionale.it/ontology/Pronuncia/265/1999,DIRITTO,IT-COST-2005-274_DIRITTO_line-3_PAR-2,2211,1,2005-07-04
https://dati.cortecostituzionale.it/ontology/Pronuncia/247/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/119/1989,DIRITTO,IT-COST-1990-247_DIRITTO_line-1,425,1,1990-05-03
https://dati.cortecostituzionale.it/ontology/Pronuncia/247/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/1075/1988,DIRITTO,IT-COST-1990-247_DIRITTO_line-1,525,1,1990-05-03
https://dati.cortecostituzionale.it/ontology/Pronuncia/247/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/518/1989,DIRITTO,IT-COST-1990-247_DIRITTO_line-1,166,1,1990-05-03
https://dati.cortecostituzionale.it/ontology/Pronuncia/247/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/121/1989,DIRITTO,IT-COST-1990-247_DIRITTO_line-1,425,1,1990-05-03
https://dati.cortecostituzionale.it/ontology/Pronuncia/247/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/575/1988,DIRITTO,IT-COST-1990-247_DIRITTO_line-1,726,1,1990-05-03
https://dati.cortecostituzionale.it/ontology/Pronuncia/247/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/22/1990,DIRITTO,IT-COST-1990-247_DIRITTO_line-1,112,1,1990-05-03
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/431/1987,DIRITTO,IT-COST-1995-107_DIRITTO_line-9_PAR-3,2681,1,1995-03-23
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/263/1994,DIRITTO,IT-COST-1995-107_DIRITTO_line-13_PAR-4,286,1,1995-03-23
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/167/1986,DIRITTO,IT-COST-1995-107_DIRITTO_line-9_PAR-3,3201,1,1995-03-23
https://dati.cortecostituzionale.it/ontology/Pronuncia/192/2015,https://dati.cortecostituzionale.it/ontology/Pronuncia/270/2012,DIRITTO|FATTO,IT-COST-2015-192_DIRITTO_line-51_PAR-6.1|IT-COST-2015-192_FATTO_line-10_PAR-2,1030,2,2015-07-08
https://dati.cortecostituzionale.it/ontology/Pronuncia/192/2015,https://dati.cortecostituzionale.it/ontology/Pronuncia/2/1981,DIRITTO|FATTO,IT-COST-2015-192_DIRITTO_line-51_PAR-6.1|IT-COST-2015-192_FATTO_line-32_PAR-4,12657,2,2015-07-08
https://dati.cortecostituzionale.it/ontology/Pronuncia/192/2015,https://dati.cortecostituzionale.it/ontology/Pronuncia/95/2012,DIRITTO,IT-COST-2015-192_DIRITTO_line-24_PAR-3,1254,1,2015-07-08
https://dati.cortecostituzionale.it/ontology/Pronuncia/222/2019,https://dati.cortecostituzionale.it/ontology/Pronuncia/43/2018,DIRITTO|DIRITTO|DIRITTO,IT-COST-2019-222_DIRITTO_line-12_PAR-2.1|IT-COST-2019-222_DIRITTO_line-12_PAR-2.1|IT-COST-2019-222_DIRITTO_line-28_PAR-2.3,601,3,2019-07-15
https://dati.cortecostituzionale.it/ontology/Pronuncia/786/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/151/1981,DISPOSITIVO|DIRITTO,IT-COST-1988-786_DISPOSITIVO_line-1|IT-COST-1988-786_DIRITTO_line-1,2540,2,1988-06-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/324/1996,https://dati.cortecostituzionale.it/ontology/Pronuncia/533/1995,DIRITTO,IT-COST-1996-324_DIRITTO_line-2,210,1,1996-07-18
https://dati.cortecostituzionale.it/ontology/Pronuncia/324/1996,https://dati.cortecostituzionale.it/ontology/Pronuncia/100/1996,DIRITTO,IT-COST-1996-324_DIRITTO_line-3,114,1,1996-07-18
https://dati.cortecostituzionale.it/ontology/Pronuncia/324/1996,https://dati.cortecostituzionale.it/ontology/Pronuncia/452/1995,DIRITTO,IT-COST-1996-324_DIRITTO_line-4,276,1,1996-07-18
https://dati.cortecostituzionale.it/ontology/Pronuncia/324/1996,https://dati.cortecostituzionale.it/ontology/Pronuncia/473/1994,DIRITTO,IT-COST-1996-324_DIRITTO_line-4,574,1,1996-07-18
https://dati.cortecostituzionale.it/ontology/Pronuncia/324/1996,https://dati.cortecostituzionale.it/ontology/Pronuncia/410/1995,DIRITTO|DIRITTO|DIRITTO|DIRITTO,IT-COST-1996-324_DIRITTO_line-4|IT-COST-1996-324_DIRITTO_line-3|IT-COST-1996-324_DIRITTO_line-2|IT-COST-1996-324_DIRITTO_line-4,365,4,1996-07-18
https://dati.cortecostituzionale.it/ontology/Pronuncia/324/1996,https://dati.cortecostituzionale.it/ontology/Pronuncia/14/1995,DIRITTO|DIRITTO,IT-COST-1996-324_DIRITTO_line-3|IT-COST-1996-324_DIRITTO_line-4,554,2,1996-07-18
https://dati.cortecostituzionale.it/ontology/Pronuncia/324/1996,https://dati.cortecostituzionale.it/ontology/Pronuncia/315/1994,DIRITTO|DIRITTO,IT-COST-1996-324_DIRITTO_line-2|IT-COST-1996-324_DIRITTO_line-4,737,2,1996-07-18
https://dati.cortecostituzionale.it/ontology/Pronuncia/177/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/292/1987,DIRITTO,IT-COST-2017-177_DIRITTO_line-20_PAR-3.1,10943,1,2017-07-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/177/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/6/2014,DIRITTO,IT-COST-2017-177_DIRITTO_line-20_PAR-3.1,1267,1,2017-07-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/177/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/174/2001,DIRITTO,IT-COST-2017-177_DIRITTO_line-20_PAR-3.1,5887,1,2017-07-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/177/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/203/2011,DIRITTO,IT-COST-2017-177_DIRITTO_line-20_PAR-3.1,2199,1,2017-07-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/177/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,DIRITTO,IT-COST-2017-177_DIRITTO_line-20_PAR-3.1,1910,1,2017-07-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/177/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/144/2009,DIRITTO,IT-COST-2017-177_DIRITTO_line-20_PAR-3.1,2988,1,2017-07-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/177/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/275/2005,DIRITTO,IT-COST-2017-177_DIRITTO_line-20_PAR-3.1,4384,1,2017-07-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/177/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/86/1985,DIRITTO,IT-COST-2017-177_DIRITTO_line-20_PAR-3.1,11795,1,2017-07-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/177/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/431/1997,DIRITTO,IT-COST-2017-177_DIRITTO_line-20_PAR-3.1,7142,1,2017-07-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/177/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/111/2016,DIRITTO,IT-COST-2017-177_DIRITTO_line-20_PAR-3.1,419,1,2017-07-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/177/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/153/2017,DIRITTO,IT-COST-2017-177_DIRITTO_line-20_PAR-3.1,16,1,2017-07-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/177/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/10/1999,DIRITTO,IT-COST-2017-177_DIRITTO_line-20_PAR-3.1,6748,1,2017-07-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/591/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/48/1988,DIRITTO,IT-COST-1988-591_DIRITTO_line-1,131,1,1988-05-12
https://dati.cortecostituzionale.it/ontology/Pronuncia/30/1979,https://dati.cortecostituzionale.it/ontology/Pronuncia/6/1978,DIRITTO,IT-COST-1979-30_DIRITTO_line-2_PAR-2,494,1,1979-05-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/30/1979,https://dati.cortecostituzionale.it/ontology/Pronuncia/279/1974,DIRITTO,IT-COST-1979-30_DIRITTO_line-2_PAR-2,1626,1,1979-05-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/194/1994,https://dati.cortecostituzionale.it/ontology/Pronuncia/389/1993,DIRITTO,IT-COST-1994-194_DIRITTO_line-2,191,1,1994-05-11
https://dati.cortecostituzionale.it/ontology/Pronuncia/130/1982,https://dati.cortecostituzionale.it/ontology/Pronuncia/287/1974,DIRITTO,IT-COST-1982-130_DIRITTO_line-5_PAR-2,2756,1,1982-07-07
https://dati.cortecostituzionale.it/ontology/Pronuncia/130/1982,https://dati.cortecostituzionale.it/ontology/Pronuncia/215/1976,DIRITTO,IT-COST-1982-130_DIRITTO_line-5_PAR-2,2171,1,1982-07-07
https://dati.cortecostituzionale.it/ontology/Pronuncia/138/1968,https://dati.cortecostituzionale.it/ontology/Pronuncia/93/1964,DIRITTO,IT-COST-1968-138_DIRITTO_line-1,1493,1,1968-12-17
https://dati.cortecostituzionale.it/ontology/Pronuncia/138/1968,https://dati.cortecostituzionale.it/ontology/Pronuncia/42/1964,DIRITTO,IT-COST-1968-138_DIRITTO_line-2,1656,1,1968-12-17
https://dati.cortecostituzionale.it/ontology/Pronuncia/138/1968,https://dati.cortecostituzionale.it/ontology/Pronuncia/87/1962,DIRITTO|DIRITTO|DIRITTO|DIRITTO|DIRITTO,IT-COST-1968-138_DIRITTO_line-1|IT-COST-1968-138_DIRITTO_line-3|IT-COST-1968-138_DIRITTO_line-5|IT-COST-1968-138_DIRITTO_line-4|IT-COST-1968-138_DIRITTO_line-4,2366,5,1968-12-17
