source,target,date,age,weight
https://dati.cortecostituzionale.it/ontology/Pronuncia/102/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/37/2004,2008-02-13,1485,3
https://dati.cortecostituzionale.it/ontology/Pronuncia/102/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/451/2007,2008-02-13,63,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/102/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/62/1987,2008-02-13,7658,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/102/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/225/2015,2017-04-12,539,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1964,https://dati.cortecostituzionale.it/ontology/Pronuncia/132/1963,1964-12-03,518,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1967,https://dati.cortecostituzionale.it/ontology/Pronuncia/45/1963,1967-06-26,1544,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1983,https://dati.cortecostituzionale.it/ontology/Pronuncia/50/1965,1983-03-30,6496,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/330/1987,1990-02-21,861,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/547/1987,1990-02-21,817,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/82/1989,1990-02-21,364,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1991,https://dati.cortecostituzionale.it/ontology/Pronuncia/159/1985,1991-02-27,2123,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1991,https://dati.cortecostituzionale.it/ontology/Pronuncia/283/1987,1991-02-27,1331,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1991,https://dati.cortecostituzionale.it/ontology/Pronuncia/414/1989,1991-02-27,601,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1991,https://dati.cortecostituzionale.it/ontology/Pronuncia/42/1980,1991-02-27,3991,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1994,https://dati.cortecostituzionale.it/ontology/Pronuncia/452/1993,1994-03-10,87,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1997,2002-04-08,1825,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/143/1995,2002-04-08,2531,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/156/2001,2002-04-08,333,3
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/159/1985,2002-04-08,6181,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/21/1996,2002-04-08,2266,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/286/2001,2002-04-08,277,3
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2004,https://dati.cortecostituzionale.it/ontology/Pronuncia/156/2002,2004-03-22,698,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2004,https://dati.cortecostituzionale.it/ontology/Pronuncia/405/2000,2004-03-22,1348,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2004,https://dati.cortecostituzionale.it/ontology/Pronuncia/66/2001,2004-03-22,1111,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/102/2008,2008-02-13,0,3
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/10/1999,2012-04-16,4837,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/144/2009,2012-04-16,1078,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/174/2001,2012-04-16,3981,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/181/2005,2012-04-16,2541,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/27/2001,2012-04-16,4100,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/292/1987,2012-04-16,9049,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/431/1997,2012-04-16,5235,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/46/2009,2012-04-16,1162,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/86/1985,2012-04-16,9882,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/1038/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/108/1988,1988-10-27,287,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1962,https://dati.cortecostituzionale.it/ontology/Pronuncia/79/1961,1962-11-15,329,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1962,https://dati.cortecostituzionale.it/ontology/Pronuncia/86/1962,1962-11-15,135,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1963,https://dati.cortecostituzionale.it/ontology/Pronuncia/56/1960,1963-06-07,1077,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1963,https://dati.cortecostituzionale.it/ontology/Pronuncia/65/1957,1963-06-07,2216,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1963,https://dati.cortecostituzionale.it/ontology/Pronuncia/81/1957,1963-06-07,2213,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1980,https://dati.cortecostituzionale.it/ontology/Pronuncia/126/1979,1980-06-19,225,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1984,https://dati.cortecostituzionale.it/ontology/Pronuncia/49/1969,1984-04-06,5496,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1985,https://dati.cortecostituzionale.it/ontology/Pronuncia/200/1972,1985-04-16,4506,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1985,https://dati.cortecostituzionale.it/ontology/Pronuncia/92/1963,1985-04-16,7985,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1987,https://dati.cortecostituzionale.it/ontology/Pronuncia/57/1982,1987-03-26,1840,3
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/2019,https://dati.cortecostituzionale.it/ontology/Pronuncia/175/2018,2019-03-20,273,3
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/2019,https://dati.cortecostituzionale.it/ontology/Pronuncia/281/2011,2019-03-20,2711,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/2019,https://dati.cortecostituzionale.it/ontology/Pronuncia/90/2018,2019-03-20,364,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/120/2016,2020-05-05,1504,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/175/2018,2020-05-05,685,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/18/2018,2020-05-05,881,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/46/2018,2020-05-05,818,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/73/2005,2020-05-05,5566,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/105/1991,https://dati.cortecostituzionale.it/ontology/Pronuncia/428/1989,1991-02-27,589,4
https://dati.cortecostituzionale.it/ontology/Pronuncia/105/1991,https://dati.cortecostituzionale.it/ontology/Pronuncia/959/1988,1991-02-27,884,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/105/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/129/1969,2003-03-26,12321,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/105/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/323/2001,2003-03-26,622,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/105/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/36/1959,2003-03-26,15989,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/105/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/384/1997,2003-03-26,1945,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/105/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/47/1957,2003-03-26,16819,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/105/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/51/1960,2003-03-26,15615,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/1051/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/126/1979,1988-11-22,3303,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/1051/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/172/1988,1988-11-22,299,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/1052/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/485/1987,1988-11-22,363,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1969,https://dati.cortecostituzionale.it/ontology/Pronuncia/42/1964,1969-06-19,1841,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1971,https://dati.cortecostituzionale.it/ontology/Pronuncia/109/1967,1971-05-19,1423,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1971,https://dati.cortecostituzionale.it/ontology/Pronuncia/50/1965,1971-05-19,2163,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/594/1989,1990-02-21,70,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1994,https://dati.cortecostituzionale.it/ontology/Pronuncia/196/1982,1994-03-23,4143,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/167/1986,1995-03-23,3193,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/263/1994,1995-03-23,276,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/431/1987,1995-03-23,2703,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/415/2001,2003-03-26,478,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2006,https://dati.cortecostituzionale.it/ontology/Pronuncia/73/2002,2006-03-08,1469,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/118/2015,2021-04-14,2177,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/118/2017,2021-04-14,1485,4
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/122/2019,2021-04-14,743,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/142/2012,2021-04-14,3248,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/144/2013,2021-04-14,2858,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/31/2019,2021-04-14,813,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/323/2011,2021-04-14,3432,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/1075/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/575/1988,1988-11-24,197,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/1077/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/113/1985,1988-11-24,1315,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/1077/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/139/1988,1988-11-24,302,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/108/1980,https://dati.cortecostituzionale.it/ontology/Pronuncia/129/1979,1980-07-02,237,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/108/1980,https://dati.cortecostituzionale.it/ontology/Pronuncia/22/1979,1980-07-02,425,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/108/1983,https://dati.cortecostituzionale.it/ontology/Pronuncia/134/1982,1983-04-19,286,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/108/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/560/1989,1990-02-21,71,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/1967,https://dati.cortecostituzionale.it/ontology/Pronuncia/50/1965,1967-06-26,740,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/1967,https://dati.cortecostituzionale.it/ontology/Pronuncia/69/1965,1967-06-26,733,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/1973,https://dati.cortecostituzionale.it/ontology/Pronuncia/49/1969,1973-06-26,1559,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/1980,https://dati.cortecostituzionale.it/ontology/Pronuncia/42/1980,1980-07-02,99,3
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/171/2000,2002-04-10,685,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/171/2001,2002-04-10,322,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/315/1994,2002-04-10,2834,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/410/1995,2002-04-10,2456,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2007,https://dati.cortecostituzionale.it/ontology/Pronuncia/18/2000,2007-03-19,2623,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2009,https://dati.cortecostituzionale.it/ontology/Pronuncia/18/2006,2009-04-01,1176,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2009,https://dati.cortecostituzionale.it/ontology/Pronuncia/251/2007,2009-04-01,651,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2009,https://dati.cortecostituzionale.it/ontology/Pronuncia/361/1992,2009-04-01,6111,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2009,https://dati.cortecostituzionale.it/ontology/Pronuncia/402/2005,2009-04-01,1267,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2009,https://dati.cortecostituzionale.it/ontology/Pronuncia/416/2000,2009-04-01,3107,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2009,https://dati.cortecostituzionale.it/ontology/Pronuncia/550/2000,2009-04-01,3047,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/165/2000,2012-04-16,4344,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/217/2010,2012-04-16,677,8
https://dati.cortecostituzionale.it/ontology/Pronuncia/1093/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/247/1983,1988-11-30,1965,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/1093/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/88/1982,1988-11-30,2409,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/1093/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/89/1982,1988-11-30,2409,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/1957,https://dati.cortecostituzionale.it/ontology/Pronuncia/9/1957,1957-01-18,1,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/1987,https://dati.cortecostituzionale.it/ontology/Pronuncia/271/1986,1987-01-14,29,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/128/1986,1995-01-11,3157,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/26/1982,1995-01-11,4720,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/330/1987,1995-01-11,2646,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/364/1987,1995-01-11,2645,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/92/1972,1995-01-11,8281,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/131/1988,2008-01-14,7292,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/21/2005,2008-01-14,1098,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/280/2005,2008-01-14,921,10
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/66/1994,2008-01-14,5086,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/110/1985,https://dati.cortecostituzionale.it/ontology/Pronuncia/179/1976,1985-04-16,3198,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/110/1985,https://dati.cortecostituzionale.it/ontology/Pronuncia/80/1980,1985-04-16,1776,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/110/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/21/2005,2008-04-14,1189,3
https://dati.cortecostituzionale.it/ontology/Pronuncia/110/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/52/1988,2008-04-14,7396,1
