source,target,date
https://dati.cortecostituzionale.it/ontology/Pronuncia/102/1993,https://dati.cortecostituzionale.it/ontology/Pronuncia/144/1972,1993-03-10
https://dati.cortecostituzionale.it/ontology/Pronuncia/102/1993,https://dati.cortecostituzionale.it/ontology/Pronuncia/159/1985,1993-03-10
https://dati.cortecostituzionale.it/ontology/Pronuncia/102/1993,https://dati.cortecostituzionale.it/ontology/Pronuncia/201/1975,1993-03-10
https://dati.cortecostituzionale.it/ontology/Pronuncia/102/1993,https://dati.cortecostituzionale.it/ontology/Pronuncia/22/1992,1993-03-10
https://dati.cortecostituzionale.it/ontology/Pronuncia/102/1993,https://dati.cortecostituzionale.it/ontology/Pronuncia/70/1960,1993-03-10
https://dati.cortecostituzionale.it/ontology/Pronuncia/102/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2008,2008-02-13
https://dati.cortecostituzionale.it/ontology/Pronuncia/102/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/128/1966,2008-02-13
https://dati.cortecostituzionale.it/ontology/Pronuncia/102/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/37/2004,2008-02-13
https://dati.cortecostituzionale.it/ontology/Pronuncia/102/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/451/2007,2008-02-13
https://dati.cortecostituzionale.it/ontology/Pronuncia/102/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/62/1987,2008-02-13
https://dati.cortecostituzionale.it/ontology/Pronuncia/102/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/225/2015,2017-04-12
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1964,https://dati.cortecostituzionale.it/ontology/Pronuncia/132/1963,1964-12-03
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1967,https://dati.cortecostituzionale.it/ontology/Pronuncia/45/1963,1967-06-26
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1983,https://dati.cortecostituzionale.it/ontology/Pronuncia/50/1965,1983-03-30
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/330/1987,1990-02-21
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/547/1987,1990-02-21
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/82/1989,1990-02-21
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1991,https://dati.cortecostituzionale.it/ontology/Pronuncia/159/1985,1991-02-27
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1991,https://dati.cortecostituzionale.it/ontology/Pronuncia/283/1987,1991-02-27
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1991,https://dati.cortecostituzionale.it/ontology/Pronuncia/414/1989,1991-02-27
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1991,https://dati.cortecostituzionale.it/ontology/Pronuncia/42/1980,1991-02-27
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1994,https://dati.cortecostituzionale.it/ontology/Pronuncia/452/1993,1994-03-10
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1997,2002-04-08
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/143/1995,2002-04-08
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/156/2001,2002-04-08
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/159/1985,2002-04-08
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/21/1996,2002-04-08
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/286/2001,2002-04-08
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2004,https://dati.cortecostituzionale.it/ontology/Pronuncia/156/2002,2004-03-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2004,https://dati.cortecostituzionale.it/ontology/Pronuncia/405/2000,2004-03-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2004,https://dati.cortecostituzionale.it/ontology/Pronuncia/66/2001,2004-03-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/102/2008,2008-02-13
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/10/1999,2012-04-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/144/2009,2012-04-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/174/2001,2012-04-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/181/2005,2012-04-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/27/2001,2012-04-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/292/1987,2012-04-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/431/1997,2012-04-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/46/2009,2012-04-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/86/1985,2012-04-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/1038/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/108/1988,1988-10-27
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1962,https://dati.cortecostituzionale.it/ontology/Pronuncia/79/1961,1962-11-15
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1962,https://dati.cortecostituzionale.it/ontology/Pronuncia/86/1962,1962-11-15
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1963,https://dati.cortecostituzionale.it/ontology/Pronuncia/56/1960,1963-06-07
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1963,https://dati.cortecostituzionale.it/ontology/Pronuncia/65/1957,1963-06-07
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1963,https://dati.cortecostituzionale.it/ontology/Pronuncia/81/1957,1963-06-07
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1980,https://dati.cortecostituzionale.it/ontology/Pronuncia/126/1979,1980-06-19
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1984,https://dati.cortecostituzionale.it/ontology/Pronuncia/49/1969,1984-04-06
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1985,https://dati.cortecostituzionale.it/ontology/Pronuncia/200/1972,1985-04-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1985,https://dati.cortecostituzionale.it/ontology/Pronuncia/92/1963,1985-04-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1987,https://dati.cortecostituzionale.it/ontology/Pronuncia/57/1982,1987-03-26
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/2019,https://dati.cortecostituzionale.it/ontology/Pronuncia/175/2018,2019-03-20
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/2019,https://dati.cortecostituzionale.it/ontology/Pronuncia/281/2011,2019-03-20
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/2019,https://dati.cortecostituzionale.it/ontology/Pronuncia/90/2018,2019-03-20
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/120/2016,2020-05-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/175/2018,2020-05-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/18/2018,2020-05-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/46/2018,2020-05-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/73/2005,2020-05-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/105/1991,https://dati.cortecostituzionale.it/ontology/Pronuncia/428/1989,1991-02-27
https://dati.cortecostituzionale.it/ontology/Pronuncia/105/1991,https://dati.cortecostituzionale.it/ontology/Pronuncia/959/1988,1991-02-27
https://dati.cortecostituzionale.it/ontology/Pronuncia/105/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/129/1969,2003-03-26
https://dati.cortecostituzionale.it/ontology/Pronuncia/105/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/323/2001,2003-03-26
https://dati.cortecostituzionale.it/ontology/Pronuncia/105/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/36/1959,2003-03-26
https://dati.cortecostituzionale.it/ontology/Pronuncia/105/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/384/1997,2003-03-26
https://dati.cortecostituzionale.it/ontology/Pronuncia/105/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/47/1957,2003-03-26
https://dati.cortecostituzionale.it/ontology/Pronuncia/105/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/51/1960,2003-03-26
https://dati.cortecostituzionale.it/ontology/Pronuncia/1051/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/126/1979,1988-11-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/1051/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/172/1988,1988-11-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/1052/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/485/1987,1988-11-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1969,https://dati.cortecostituzionale.it/ontology/Pronuncia/42/1964,1969-06-19
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1971,https://dati.cortecostituzionale.it/ontology/Pronuncia/109/1967,1971-05-19
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1971,https://dati.cortecostituzionale.it/ontology/Pronuncia/50/1965,1971-05-19
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/594/1989,1990-02-21
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1994,https://dati.cortecostituzionale.it/ontology/Pronuncia/196/1982,1994-03-23
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/167/1986,1995-03-23
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/263/1994,1995-03-23
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/431/1987,1995-03-23
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/415/2001,2003-03-26
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2006,https://dati.cortecostituzionale.it/ontology/Pronuncia/73/2002,2006-03-08
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/118/2015,2021-04-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/118/2017,2021-04-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/122/2019,2021-04-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/142/2012,2021-04-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/144/2013,2021-04-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/31/2019,2021-04-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/107/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/323/2011,2021-04-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/1075/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/575/1988,1988-11-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/1077/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/113/1985,1988-11-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/1077/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/139/1988,1988-11-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/108/1980,https://dati.cortecostituzionale.it/ontology/Pronuncia/129/1979,1980-07-02
https://dati.cortecostituzionale.it/ontology/Pronuncia/108/1980,https://dati.cortecostituzionale.it/ontology/Pronuncia/22/1979,1980-07-02
https://dati.cortecostituzionale.it/ontology/Pronuncia/108/1983,https://dati.cortecostituzionale.it/ontology/Pronuncia/134/1982,1983-04-19
https://dati.cortecostituzionale.it/ontology/Pronuncia/108/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/560/1989,1990-02-21
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/1967,https://dati.cortecostituzionale.it/ontology/Pronuncia/50/1965,1967-06-26
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/1967,https://dati.cortecostituzionale.it/ontology/Pronuncia/69/1965,1967-06-26
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/1973,https://dati.cortecostituzionale.it/ontology/Pronuncia/49/1969,1973-06-26
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/1980,https://dati.cortecostituzionale.it/ontology/Pronuncia/42/1980,1980-07-02
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/171/2000,2002-04-10
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/171/2001,2002-04-10
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/315/1994,2002-04-10
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2002,https://dati.cortecostituzionale.it/ontology/Pronuncia/410/1995,2002-04-10
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2007,https://dati.cortecostituzionale.it/ontology/Pronuncia/18/2000,2007-03-19
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2009,https://dati.cortecostituzionale.it/ontology/Pronuncia/18/2006,2009-04-01
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2009,https://dati.cortecostituzionale.it/ontology/Pronuncia/251/2007,2009-04-01
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2009,https://dati.cortecostituzionale.it/ontology/Pronuncia/361/1992,2009-04-01
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2009,https://dati.cortecostituzionale.it/ontology/Pronuncia/402/2005,2009-04-01
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2009,https://dati.cortecostituzionale.it/ontology/Pronuncia/416/2000,2009-04-01
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2009,https://dati.cortecostituzionale.it/ontology/Pronuncia/550/2000,2009-04-01
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/165/2000,2012-04-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/217/2010,2012-04-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/1093/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/247/1983,1988-11-30
https://dati.cortecostituzionale.it/ontology/Pronuncia/1093/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/88/1982,1988-11-30
https://dati.cortecostituzionale.it/ontology/Pronuncia/1093/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/89/1982,1988-11-30
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/1957,https://dati.cortecostituzionale.it/ontology/Pronuncia/9/1957,1957-01-18
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/1987,https://dati.cortecostituzionale.it/ontology/Pronuncia/271/1986,1987-01-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/128/1986,1995-01-11
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/26/1982,1995-01-11
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/330/1987,1995-01-11
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/364/1987,1995-01-11
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/92/1972,1995-01-11
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/131/1988,2008-01-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/21/2005,2008-01-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/280/2005,2008-01-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/11/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/66/1994,2008-01-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/110/1985,https://dati.cortecostituzionale.it/ontology/Pronuncia/179/1976,1985-04-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/110/1985,https://dati.cortecostituzionale.it/ontology/Pronuncia/80/1980,1985-04-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/110/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/21/2005,2008-04-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/110/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/52/1988,2008-04-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/110/2009,https://dati.cortecostituzionale.it/ontology/Pronuncia/389/2008,2009-04-01
https://dati.cortecostituzionale.it/ontology/Pronuncia/110/2009,https://dati.cortecostituzionale.it/ontology/Pronuncia/420/2007,2009-04-01
https://dati.cortecostituzionale.it/ontology/Pronuncia/110/2013,https://dati.cortecostituzionale.it/ontology/Pronuncia/212/2011,2013-05-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1971,https://dati.cortecostituzionale.it/ontology/Pronuncia/45/1963,1971-05-19
https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1971,https://dati.cortecostituzionale.it/ontology/Pronuncia/50/1965,1971-05-19
https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1971,https://dati.cortecostituzionale.it/ontology/Pronuncia/91/1964,1971-05-19
https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1972,https://dati.cortecostituzionale.it/ontology/Pronuncia/129/1957,1972-06-20
https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1972,https://dati.cortecostituzionale.it/ontology/Pronuncia/66/1961,1972-06-20
https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1997,https://dati.cortecostituzionale.it/ontology/Pronuncia/120/1972,1997-04-09
https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1997,https://dati.cortecostituzionale.it/ontology/Pronuncia/144/1972,1997-04-09
https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1997,https://dati.cortecostituzionale.it/ontology/Pronuncia/157/1996,1997-04-09
https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1997,https://dati.cortecostituzionale.it/ontology/Pronuncia/159/1985,1997-04-09
